"date","month","day","quarter","week","am6","am7","am8","am9","am10","am11","pm12","pm1","pm2","pm3","pm4","pm5","pm6","pm7","pm8","pm9","pm10","pm11","total","weekend","covid","closed","day_after_closed","finals_week","dead_week"
2016-10-09,"October","Sunday","Fall",2,0,0,0,1,122,108,147,164,153,194,240,220,178,191,188,149,67,10,2132,1,0,0,0,0,0
2016-10-10,"October","Monday","Fall",3,169,124,237,358,320,340,307,372,262,336,401,492,520,446,396,264,111,29,5484,0,0,0,0,0,0
2016-10-11,"October","Tuesday","Fall",3,121,95,219,342,297,444,260,373,235,468,414,528,480,462,414,256,94,22,5524,0,0,0,0,0,0
2016-10-12,"October","Wednesday","Fall",3,166,123,252,326,304,309,278,323,260,333,422,512,418,447,304,191,116,13,5097,0,0,0,0,0,0
2016-10-13,"October","Thursday","Fall",3,115,78,194,249,281,391,222,380,241,326,353,423,425,386,237,137,60,21,4519,0,0,0,0,0,0
2016-10-14,"October","Friday","Fall",3,147,56,83,128,207,298,263,264,277,285,417,299,292,149,108,81,47,7,3408,0,0,0,0,0,0
2016-10-15,"October","Saturday","Fall",3,0,0,0,13,173,161,204,200,227,237,223,211,218,164,99,82,56,10,2278,1,0,0,0,0,0
2016-10-16,"October","Sunday","Fall",3,0,0,0,1,121,129,135,143,140,147,252,246,276,170,175,144,86,18,2183,1,0,0,0,0,0
2016-10-17,"October","Monday","Fall",4,191,105,219,312,307,332,293,389,287,326,384,493,472,332,357,195,88,20,5102,0,0,0,0,0,0
2016-10-18,"October","Tuesday","Fall",4,137,88,220,304,270,398,260,366,278,417,362,401,477,430,340,265,141,15,5169,0,0,0,0,0,0
2016-10-19,"October","Wednesday","Fall",4,151,94,212,312,308,335,303,334,262,353,397,457,412,357,355,195,113,14,4964,0,0,0,0,0,0
2016-10-20,"October","Thursday","Fall",4,128,71,208,233,220,323,221,352,230,372,416,418,387,316,256,183,86,23,4443,0,0,0,0,0,0
2016-10-21,"October","Friday","Fall",4,95,59,78,136,179,271,260,250,272,312,356,357,235,148,131,81,64,8,3292,0,0,0,0,0,0
2016-10-22,"October","Saturday","Fall",4,0,0,7,0,138,109,186,189,225,166,195,150,174,150,91,87,43,6,1916,1,0,0,0,0,0
2016-10-23,"October","Sunday","Fall",4,0,0,0,0,140,103,148,141,98,157,211,236,241,198,136,108,78,18,2013,1,0,0,0,0,0
2016-10-24,"October","Monday","Fall",5,188,100,212,307,298,315,285,352,283,326,333,488,410,358,319,275,127,18,4994,0,0,0,0,0,0
2016-10-25,"October","Tuesday","Fall",5,116,86,248,289,269,373,238,381,237,397,374,480,437,400,328,209,135,23,5020,0,0,0,0,0,0
2016-10-26,"October","Wednesday","Fall",5,207,100,237,322,293,311,253,323,270,295,363,429,342,357,305,204,134,18,4764,0,0,0,0,0,0
2016-10-27,"October","Thursday","Fall",5,112,77,177,244,250,359,220,314,240,342,334,398,336,415,258,192,76,22,4366,0,0,0,0,0,0
2016-10-28,"October","Friday","Fall",5,80,51,78,114,194,270,243,229,260,243,306,255,216,107,84,50,38,6,2824,0,0,0,0,0,0
2016-10-29,"October","Saturday","Fall",5,0,0,0,0,118,75,98,79,97,92,97,107,106,72,75,63,40,16,1135,1,0,0,0,0,0
2016-10-30,"October","Sunday","Fall",5,0,0,0,0,105,97,93,102,119,152,225,251,258,147,151,154,56,4,1914,1,0,0,0,0,0
2016-10-31,"October","Monday","Fall",6,194,89,238,303,282,321,268,376,245,318,393,476,371,306,256,173,75,19,4703,0,0,0,0,0,0
2016-11-01,"November","Tuesday","Fall",6,120,74,165,279,271,387,239,333,243,379,382,502,445,412,330,282,140,44,5027,0,0,0,0,0,0
2016-11-02,"November","Wednesday","Fall",6,136,84,201,307,319,287,289,323,247,342,385,474,402,364,324,296,165,26,4971,0,0,0,0,0,0
2016-11-03,"November","Thursday","Fall",6,116,57,192,257,275,361,269,399,262,395,389,497,480,318,302,206,121,24,4920,0,0,0,0,0,0
2016-11-04,"November","Friday","Fall",6,82,51,92,130,160,276,268,234,269,339,296,340,300,190,222,102,69,20,3440,0,0,0,0,0,0
2016-11-05,"November","Saturday","Fall",6,0,0,0,0,251,255,268,316,344,245,220,206,197,114,90,72,44,12,2634,1,0,0,0,0,0
2016-11-06,"November","Sunday","Fall",6,0,0,0,0,257,225,207,194,240,222,284,305,229,183,189,83,70,20,2708,1,0,0,0,0,0
2016-11-07,"November","Monday","Fall",7,203,103,246,353,303,334,303,379,267,346,451,485,436,318,278,214,105,10,5134,0,0,0,0,0,0
2016-11-08,"November","Tuesday","Fall",7,129,91,250,313,331,399,265,374,298,428,425,464,402,299,234,159,96,26,4983,0,0,0,0,0,0
2016-11-09,"November","Wednesday","Fall",7,139,82,204,287,295,287,261,277,234,292,346,448,411,334,233,228,127,26,4511,0,0,0,0,0,0
2016-11-10,"November","Thursday","Fall",7,102,53,211,259,276,379,249,363,238,353,331,428,358,300,271,199,107,21,4498,0,0,0,0,0,0
2016-11-11,"November","Friday","Fall",7,83,70,97,156,197,296,295,239,255,321,323,303,183,153,120,98,81,13,3283,0,0,0,0,0,0
2016-11-12,"November","Saturday","Fall",7,0,0,0,0,132,98,76,102,107,134,137,149,178,102,84,61,46,8,1414,1,0,0,0,0,0
2016-11-13,"November","Sunday","Fall",7,0,0,0,0,162,119,116,151,184,154,224,269,226,217,162,160,70,23,2237,1,0,0,0,0,0
2016-11-14,"November","Monday","Fall",8,182,101,208,348,321,346,283,336,287,307,385,517,448,346,375,287,130,36,5243,0,0,0,0,0,0
2016-11-15,"November","Tuesday","Fall",8,175,80,231,310,300,416,250,320,238,380,355,517,447,373,327,288,113,27,5147,0,0,0,0,0,0
2016-11-16,"November","Wednesday","Fall",8,207,112,220,314,330,295,323,349,252,318,412,513,368,333,306,180,123,27,4982,0,0,0,0,0,0
2016-11-17,"November","Thursday","Fall",8,121,72,206,233,269,362,239,370,258,396,346,410,327,320,214,177,117,23,4460,0,0,0,0,0,0
2016-11-18,"November","Friday","Fall",8,123,62,100,126,172,250,233,292,278,271,359,279,276,184,100,73,53,12,3243,0,0,0,0,0,0
2016-11-19,"November","Saturday","Fall",8,0,0,0,0,143,190,153,180,168,296,276,225,186,116,97,66,47,11,2154,1,0,0,0,0,0
2016-11-20,"November","Sunday","Fall",8,0,0,0,1,119,108,125,121,178,176,215,219,195,173,157,116,86,16,2005,1,0,0,0,0,0
2016-11-21,"November","Monday","Fall",9,147,101,185,304,293,325,258,345,257,248,437,463,358,290,245,222,113,24,4626,0,0,0,0,0,0
2016-11-22,"November","Tuesday","Fall",9,129,64,193,258,262,333,218,269,191,300,281,352,330,233,197,145,111,11,3877,0,0,0,0,0,0
2016-11-23,"November","Wednesday","Fall",9,132,76,128,173,204,203,192,193,136,148,172,202,144,33,0,0,0,0,2136,0,0,0,0,0,0
2016-11-24,"November","Thursday","Fall",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-11-25,"November","Friday","Fall",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2016-11-26,"November","Saturday","Fall",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2016-11-27,"November","Sunday","Fall",9,0,0,0,1,108,77,103,74,128,135,171,174,156,144,84,77,54,15,1501,1,0,0,1,0,0
2016-11-28,"November","Monday","Fall",10,120,90,206,317,265,310,265,322,240,320,453,460,362,274,319,220,131,40,4716,0,0,0,0,0,1
2016-11-29,"November","Tuesday","Fall",10,120,52,205,271,301,361,250,344,279,431,381,440,387,365,275,226,141,24,4853,0,0,0,0,0,1
2016-11-30,"November","Wednesday","Fall",10,114,107,201,298,298,273,290,326,244,319,406,404,379,279,319,155,76,21,4509,0,0,0,0,0,1
2016-12-01,"December","Thursday","Fall",10,98,59,170,244,240,334,224,334,241,375,303,379,360,306,234,199,87,41,4228,0,0,0,0,0,1
2016-12-02,"December","Friday","Fall",10,66,70,83,128,211,262,231,220,286,308,328,336,290,187,119,110,55,16,3306,0,0,0,0,0,1
2016-12-03,"December","Saturday","Fall",10,0,0,0,0,152,173,177,164,201,188,230,250,192,153,119,131,40,10,2180,1,0,0,0,0,1
2016-12-04,"December","Sunday","Fall",10,0,0,0,0,164,115,186,132,141,144,212,280,192,181,130,109,67,22,2075,1,0,0,0,0,1
2016-12-05,"December","Monday","Fall",11,67,60,75,112,149,198,194,179,166,205,317,386,322,291,261,172,115,16,3285,0,0,0,0,1,0
2016-12-06,"December","Tuesday","Fall",11,69,56,69,98,148,215,206,191,243,281,286,316,268,281,199,141,99,23,3189,0,0,0,0,1,0
2016-12-07,"December","Wednesday","Fall",11,53,37,76,93,139,216,188,147,180,185,295,291,280,159,140,126,54,13,2672,0,0,0,0,1,0
2016-12-08,"December","Thursday","Fall",11,0,0,0,15,161,169,160,140,179,191,286,302,217,82,0,0,0,0,1902,0,0,0,0,1,0
2016-12-09,"December","Friday","Fall",11,0,0,0,15,196,170,170,133,142,150,167,235,134,36,0,0,0,0,1548,0,0,0,0,1,0
2016-12-10,"December","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016-12-11,"December","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2016-12-12,"December","Monday","Break",0,0,0,0,1,147,135,115,105,114,160,194,254,250,28,0,0,0,0,1503,0,0,0,1,0,0
2016-12-13,"December","Tuesday","Break",0,0,0,0,0,123,91,110,70,91,101,161,197,131,29,0,0,0,0,1104,0,0,0,0,0,0
2016-12-14,"December","Wednesday","Break",0,0,0,0,2,108,88,86,79,82,87,104,101,95,14,0,0,0,0,846,0,0,0,0,0,0
2016-12-15,"December","Thursday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-12-16,"December","Friday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2016-12-17,"December","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2016-12-18,"December","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2016-12-19,"December","Monday","Break",0,0,0,0,0,77,94,116,44,54,91,107,180,125,30,0,0,0,0,918,0,0,0,1,0,0
2016-12-20,"December","Tuesday","Break",0,0,0,0,0,57,65,80,69,54,75,105,146,106,28,0,0,0,0,785,0,0,0,0,0,0
2016-12-21,"December","Wednesday","Break",0,0,0,0,5,63,66,62,50,49,48,77,113,76,15,0,0,0,0,624,0,0,0,0,0,0
2016-12-22,"December","Thursday","Break",0,0,0,0,0,52,52,57,44,40,49,71,86,65,19,0,0,0,0,535,0,0,0,0,0,0
2016-12-23,"December","Friday","Break",0,0,0,0,5,46,51,56,26,44,42,62,57,44,6,0,0,0,0,439,0,0,0,0,0,0
2016-12-24,"December","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016-12-25,"December","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2016-12-26,"December","Monday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2016-12-27,"December","Tuesday","Break",0,0,0,0,1,62,65,68,46,50,69,100,109,84,23,0,0,0,0,677,0,0,0,1,0,0
2016-12-28,"December","Wednesday","Break",0,0,0,0,0,64,74,83,68,56,66,64,60,85,32,0,0,0,0,652,0,0,0,0,0,0
2016-12-29,"December","Thursday","Break",0,0,0,0,3,53,52,59,60,57,76,77,93,81,15,0,0,0,0,626,0,0,0,0,0,0
2016-12-30,"December","Friday","Break",0,0,0,0,0,62,75,69,48,44,78,73,88,63,13,0,0,0,0,613,0,0,0,0,0,0
2016-12-31,"December","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017-01-01,"January","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2017-01-02,"January","Monday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2017-01-03,"January","Tuesday","Break",0,0,0,0,1,98,119,100,84,89,96,190,154,148,31,0,0,0,0,1110,0,0,0,1,0,0
2017-01-04,"January","Wednesday","Break",0,0,0,0,3,41,72,65,46,63,70,30,0,0,0,0,0,0,0,390,0,0,0,0,0,0
2017-01-05,"January","Thursday","Break",0,0,0,0,0,69,85,84,75,87,117,131,122,115,18,0,0,0,0,903,0,0,0,0,0,0
2017-01-06,"January","Friday","Break",0,0,0,0,8,105,129,125,118,109,126,141,164,128,32,0,0,0,0,1185,0,0,0,0,0,0
2017-01-07,"January","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017-01-08,"January","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,755,230,109,36,0,0,1130,1,0,0,1,0,0
2017-01-09,"January","Monday","Winter",1,38,32,69,170,209,379,446,301,347,371,403,360,295,251,173,128,81,8,4061,0,0,0,0,0,0
2017-01-10,"January","Tuesday","Winter",1,118,126,280,364,377,493,351,437,330,585,596,547,632,524,348,190,75,7,6382,0,0,0,0,0,0
2017-01-11,"January","Wednesday","Winter",1,195,161,311,413,388,460,369,471,373,372,471,702,625,448,287,187,69,17,6321,0,0,0,0,0,0
2017-01-12,"January","Thursday","Winter",1,180,118,254,325,328,517,321,366,277,476,522,520,505,417,314,160,81,20,5701,0,0,0,0,0,0
2017-01-13,"January","Friday","Winter",1,88,57,134,138,229,337,290,274,352,399,506,407,316,203,153,89,52,6,4030,0,0,0,0,0,0
2017-01-14,"January","Saturday","Winter",1,0,0,0,0,209,186,255,216,292,274,237,223,204,123,72,58,47,4,2400,1,0,0,0,0,0
2017-01-15,"January","Sunday","Winter",1,0,0,0,0,209,185,194,212,205,233,242,446,224,200,128,131,96,8,2713,1,0,0,0,0,0
2017-01-16,"January","Monday","Winter",2,0,0,0,0,293,294,295,321,309,415,408,418,388,171,0,0,0,0,3312,0,0,0,0,0,0
2017-01-17,"January","Tuesday","Winter",2,153,146,249,354,333,509,303,407,330,570,543,605,588,599,421,266,144,9,6529,0,0,0,0,0,0
2017-01-18,"January","Wednesday","Winter",2,209,133,327,410,384,441,301,422,378,407,479,605,677,583,428,294,127,20,6627,0,0,0,0,0,0
2017-01-19,"January","Thursday","Winter",2,192,101,232,325,361,493,362,421,281,471,466,453,456,397,370,213,114,16,5724,0,0,0,0,0,0
2017-01-20,"January","Friday","Winter",2,83,76,118,134,278,378,316,294,389,432,495,425,355,213,188,102,62,10,4350,0,0,0,0,0,0
2017-01-21,"January","Saturday","Winter",2,0,0,0,0,241,180,210,151,234,226,231,233,259,224,124,94,52,5,2464,1,0,0,0,0,0
2017-01-22,"January","Sunday","Winter",2,0,0,0,0,218,210,177,174,152,225,251,275,305,284,253,187,68,11,2790,1,0,0,0,0,0
2017-01-23,"January","Monday","Winter",3,226,174,274,398,369,447,324,451,394,407,494,607,647,603,480,287,153,23,6758,0,0,0,0,0,0
2017-01-24,"January","Tuesday","Winter",3,146,140,265,310,337,477,335,418,303,570,553,619,646,499,387,229,170,13,6417,0,0,0,0,0,0
2017-01-25,"January","Wednesday","Winter",3,243,193,283,329,321,419,278,391,341,334,356,523,677,524,392,276,127,28,6035,0,0,0,0,0,0
2017-01-26,"January","Thursday","Winter",3,200,128,241,278,308,463,308,372,278,458,478,543,537,453,388,256,167,14,5870,0,0,0,0,0,0
2017-01-27,"January","Friday","Winter",3,106,87,110,161,251,333,315,265,342,402,413,402,256,160,109,94,52,17,3875,0,0,0,0,0,0
2017-01-28,"January","Saturday","Winter",3,0,0,0,0,191,190,226,230,293,255,299,217,240,119,120,121,47,7,2555,1,0,0,0,0,0
2017-01-29,"January","Sunday","Winter",3,0,0,0,0,221,214,192,219,245,265,270,301,309,290,209,114,63,17,2929,1,0,0,0,0,0
2017-01-30,"January","Monday","Winter",4,143,149,254,377,332,417,269,400,344,363,402,486,584,530,396,257,151,29,5883,0,0,0,0,0,0
2017-01-31,"January","Tuesday","Winter",4,159,138,254,301,297,462,298,369,290,495,493,570,690,489,350,291,107,25,6078,0,0,0,0,0,0
2017-02-01,"February","Wednesday","Winter",4,201,130,259,354,322,394,285,351,345,307,403,534,553,485,465,269,133,33,5823,0,0,0,0,0,0
2017-02-02,"February","Thursday","Winter",4,214,105,198,276,267,469,303,368,312,450,517,476,483,382,302,149,151,17,5439,0,0,0,0,0,0
2017-02-03,"February","Friday","Winter",4,85,68,87,141,260,287,260,237,307,321,388,370,273,235,159,107,83,19,3687,0,0,0,0,0,0
2017-02-04,"February","Saturday","Winter",4,0,0,0,0,208,204,233,178,155,271,283,325,265,221,143,72,69,16,2643,1,0,0,0,0,0
2017-02-05,"February","Sunday","Winter",4,0,0,0,0,202,186,197,188,143,117,128,164,180,184,166,142,93,14,2104,1,0,0,0,0,0
2017-02-06,"February","Monday","Winter",5,228,148,255,335,299,369,264,423,304,333,433,543,586,506,413,304,163,27,5938,0,0,0,0,0,0
2017-02-07,"February","Tuesday","Winter",5,151,125,256,305,299,457,292,383,295,473,536,555,609,545,360,320,178,27,6166,0,0,0,0,0,0
2017-02-08,"February","Wednesday","Winter",5,214,155,255,370,326,367,277,341,314,375,409,483,618,490,499,282,162,52,5995,0,0,0,0,0,0
2017-02-09,"February","Thursday","Winter",5,173,101,218,295,321,463,283,355,328,466,476,500,456,370,246,261,152,24,5488,0,0,0,0,0,0
2017-02-10,"February","Friday","Winter",5,93,81,120,144,253,355,316,252,357,387,373,366,269,183,113,122,60,19,3863,0,0,0,0,0,0
2017-02-11,"February","Saturday","Winter",5,0,0,0,18,239,215,265,236,206,266,253,233,175,112,73,57,92,23,2463,1,0,0,0,0,0
2017-02-12,"February","Sunday","Winter",5,0,0,0,0,180,164,176,193,230,243,259,296,276,244,207,129,93,13,2703,1,0,0,0,0,0
2017-02-13,"February","Monday","Winter",6,148,121,230,349,305,378,287,395,339,368,379,491,564,510,359,283,150,22,5683,0,0,0,0,0,0
2017-02-14,"February","Tuesday","Winter",6,164,118,250,292,330,415,297,398,282,447,425,404,488,347,273,181,105,30,5246,0,0,0,0,0,0
2017-02-15,"February","Wednesday","Winter",6,174,118,234,340,289,430,239,349,332,345,494,559,570,539,451,278,177,25,5945,0,0,0,0,0,0
2017-02-16,"February","Thursday","Winter",6,205,125,174,280,311,431,311,395,300,431,443,509,412,418,383,229,125,22,5504,0,0,0,0,0,0
2017-02-17,"February","Friday","Winter",6,106,75,106,127,238,340,282,255,370,382,426,407,313,182,140,99,80,19,3947,0,0,0,0,0,0
2017-02-18,"February","Saturday","Winter",6,0,0,0,1,154,157,180,195,229,243,258,178,166,116,87,85,82,10,2141,1,0,0,0,0,0
2017-02-19,"February","Sunday","Winter",6,0,0,0,0,155,246,212,270,183,218,221,318,301,242,213,121,81,17,2798,1,0,0,0,0,0
2017-02-20,"February","Monday","Winter",7,144,142,231,348,295,411,267,398,347,383,474,552,522,512,464,282,133,26,5932,0,0,0,0,0,0
2017-02-21,"February","Tuesday","Winter",7,115,129,224,283,293,424,284,369,291,454,479,487,631,503,420,292,162,30,5870,0,0,0,0,0,0
2017-02-22,"February","Wednesday","Winter",7,159,121,228,356,286,395,303,369,332,342,397,458,520,398,443,287,159,35,5588,0,0,0,0,0,0
2017-02-23,"February","Thursday","Winter",7,185,103,220,275,306,463,292,338,308,410,421,484,564,395,393,220,115,17,5509,0,0,0,0,0,0
2017-02-24,"February","Friday","Winter",7,89,56,96,121,263,344,268,275,285,420,433,349,271,183,130,85,84,8,3760,0,0,0,0,0,0
2017-02-25,"February","Saturday","Winter",7,0,0,0,0,257,238,174,217,137,219,173,187,173,123,79,81,53,7,2118,1,0,0,0,0,0
2017-02-26,"February","Sunday","Winter",7,0,0,0,0,195,221,188,247,287,242,235,284,294,280,154,118,75,23,2843,1,0,0,0,0,0
2017-02-27,"February","Monday","Winter",8,150,116,223,371,288,359,277,363,302,354,517,490,489,522,300,260,137,20,5538,0,0,0,0,0,0
2017-02-28,"February","Tuesday","Winter",8,139,117,226,315,257,479,318,367,291,489,474,476,558,500,356,389,158,30,5939,0,0,0,0,0,0
2017-03-01,"March","Wednesday","Winter",8,149,107,228,318,336,345,300,332,330,335,494,548,631,459,521,308,144,31,5917,0,0,0,0,0,0
2017-03-02,"March","Thursday","Winter",8,173,114,200,273,292,439,317,362,281,407,384,454,473,329,286,195,108,27,5114,0,0,0,0,0,0
2017-03-03,"March","Friday","Winter",8,87,78,105,132,255,291,273,256,341,314,364,369,297,200,158,86,59,24,3689,0,0,0,0,0,0
2017-03-04,"March","Saturday","Winter",8,0,0,0,14,221,203,210,219,200,200,245,243,206,127,124,77,72,31,2392,1,0,0,0,0,0
2017-03-05,"March","Sunday","Winter",8,0,0,0,0,185,193,182,215,222,225,216,254,228,224,164,168,76,23,2575,1,0,0,0,0,0
2017-03-06,"March","Monday","Winter",9,196,102,227,348,294,373,300,412,307,368,349,500,512,422,382,259,188,20,5564,0,0,0,0,0,0
2017-03-07,"March","Tuesday","Winter",9,127,96,223,315,297,434,317,377,307,454,476,517,603,419,418,278,168,22,5848,0,0,0,0,0,0
2017-03-08,"March","Wednesday","Winter",9,236,113,241,320,309,393,244,336,327,389,395,543,493,418,325,259,150,29,5523,0,0,0,0,0,0
2017-03-09,"March","Thursday","Winter",9,172,89,203,276,282,448,321,353,299,428,471,480,490,380,359,242,131,19,5443,0,0,0,0,0,0
2017-03-10,"March","Friday","Winter",9,84,71,131,162,244,346,303,245,292,274,348,314,237,213,182,100,63,14,3624,0,0,0,0,0,0
2017-03-11,"March","Saturday","Winter",9,0,0,0,5,190,192,195,228,296,279,239,252,212,148,98,50,84,17,2485,1,0,0,0,0,0
2017-03-12,"March","Sunday","Winter",9,0,0,0,1,123,129,173,182,167,184,182,226,225,173,188,160,108,25,2246,1,0,0,0,0,0
2017-03-13,"March","Monday","Winter",10,185,106,214,327,304,379,277,393,339,383,407,543,541,413,331,263,141,27,5576,0,0,0,0,0,1
2017-03-14,"March","Tuesday","Winter",10,104,102,225,272,307,430,301,342,260,454,468,506,463,382,340,268,134,35,5393,0,0,0,0,0,1
2017-03-15,"March","Wednesday","Winter",10,164,125,235,298,290,356,275,322,321,384,438,496,526,306,365,254,165,30,5351,0,0,0,0,0,1
2017-03-16,"March","Thursday","Winter",10,149,97,183,268,269,445,301,330,267,385,411,375,413,377,343,272,120,21,5026,0,0,0,0,0,1
2017-03-17,"March","Friday","Winter",10,68,58,108,171,208,313,204,260,255,338,385,297,261,221,116,101,84,27,3475,0,0,0,0,0,1
2017-03-18,"March","Saturday","Winter",10,0,0,0,0,183,122,155,196,226,225,242,219,263,205,190,130,130,27,2513,1,0,0,0,0,1
2017-03-19,"March","Sunday","Winter",10,0,0,0,0,232,158,154,163,168,164,156,171,198,177,157,145,92,15,2150,1,0,0,0,0,1
2017-03-20,"March","Monday","Winter",11,81,52,111,148,207,265,187,245,183,192,306,339,335,274,243,208,113,31,3520,0,0,0,0,1,0
2017-03-21,"March","Tuesday","Winter",11,51,52,83,130,137,248,215,189,203,222,376,306,320,279,192,179,102,33,3317,0,0,0,0,1,0
2017-03-22,"March","Wednesday","Winter",11,87,65,82,137,137,197,152,171,214,188,233,242,296,236,179,130,92,22,2863,0,0,0,0,1,0
2017-03-23,"March","Thursday","Winter",11,0,0,4,2,261,177,199,161,155,150,191,162,206,89,0,0,0,0,1757,0,0,0,0,1,0
2017-03-24,"March","Friday","Winter",11,0,0,1,11,140,140,160,142,121,166,151,155,136,33,1,0,0,0,1357,0,0,0,0,1,0
2017-03-25,"March","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017-03-26,"March","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2017-03-27,"March","Monday","Break",0,0,0,0,0,109,111,108,110,90,117,139,163,137,33,0,0,0,0,1117,0,0,0,1,0,0
2017-03-28,"March","Tuesday","Break",0,0,0,4,1,108,92,130,81,64,82,140,137,125,33,0,0,0,0,997,0,0,0,0,0,0
2017-03-29,"March","Wednesday","Break",0,0,0,0,3,95,97,100,62,57,79,107,128,129,32,0,0,0,0,889,0,0,0,0,0,0
2017-03-30,"March","Thursday","Break",0,0,0,1,3,100,80,85,64,85,79,122,123,97,21,0,0,0,0,860,0,0,0,0,0,0
2017-03-31,"March","Friday","Break",0,0,0,0,4,114,100,86,58,84,69,94,95,107,29,0,0,0,0,840,0,0,0,0,0,0
2017-04-01,"April","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017-04-02,"April","Sunday","Break",0,0,0,0,0,0,0,0,7,11,0,0,0,468,240,170,100,43,4,1043,1,0,0,1,0,0
2017-04-03,"April","Monday","Spring",1,131,146,269,521,400,526,427,584,365,451,438,486,445,330,384,254,87,21,6265,0,0,0,0,0,0
2017-04-04,"April","Tuesday","Spring",1,111,146,314,402,407,545,350,426,355,496,478,554,475,457,367,241,112,10,6246,0,0,0,0,0,0
2017-04-05,"April","Wednesday","Spring",1,142,128,286,490,371,543,411,555,327,406,524,553,521,434,308,242,96,18,6355,0,0,0,0,0,0
2017-04-06,"April","Thursday","Spring",1,104,133,247,375,370,480,319,393,319,456,586,637,474,389,234,184,112,13,5825,0,0,0,0,0,0
2017-04-07,"April","Friday","Spring",1,60,88,102,185,238,330,277,320,345,342,447,328,319,200,124,105,66,18,3894,0,0,0,0,0,0
2017-04-08,"April","Saturday","Spring",1,0,0,0,0,223,229,225,286,279,259,231,265,203,147,83,92,63,16,2601,1,0,0,0,0,0
2017-04-09,"April","Sunday","Spring",1,0,0,0,0,206,118,182,222,160,201,235,306,234,208,154,145,59,21,2451,1,0,0,0,0,0
2017-04-10,"April","Monday","Spring",2,153,173,316,457,355,561,385,522,366,495,534,549,533,436,394,282,154,19,6684,0,0,0,0,0,0
2017-04-11,"April","Tuesday","Spring",2,168,142,297,363,321,460,299,423,361,487,537,567,487,429,315,266,131,16,6069,0,0,0,0,0,0
2017-04-12,"April","Wednesday","Spring",2,123,138,304,424,397,485,342,475,350,435,437,566,458,357,304,278,133,36,6042,0,0,0,0,0,0
2017-04-13,"April","Thursday","Spring",2,121,132,258,346,337,415,360,344,309,435,462,532,383,319,288,222,104,28,5395,0,0,0,0,0,0
2017-04-14,"April","Friday","Spring",2,73,82,128,177,208,346,315,296,274,407,377,346,224,176,121,123,67,9,3749,0,0,0,0,0,0
2017-04-15,"April","Saturday","Spring",2,0,0,0,1,204,185,161,140,192,137,127,156,145,129,95,58,55,12,1797,1,0,0,0,0,0
2017-04-16,"April","Sunday","Spring",2,0,0,0,0,143,86,78,103,99,183,225,163,173,124,111,133,55,13,1689,1,0,0,0,0,0
2017-04-17,"April","Monday","Spring",3,122,129,247,378,350,502,367,500,343,424,447,586,440,405,325,282,127,28,6002,0,0,0,0,0,0
2017-04-18,"April","Tuesday","Spring",3,148,155,293,381,338,422,281,371,335,486,524,467,530,402,429,340,145,29,6076,0,0,0,0,0,0
2017-04-19,"April","Wednesday","Spring",3,103,141,265,422,341,510,351,446,349,349,521,568,441,337,309,327,126,23,5929,0,0,0,0,0,0
