"","date","nonmembers","alumni","community_members","students","faculty_staff","pe_staff","other","total"
"2166",2020-12-09,0,0,0,0,0,0,1,1
"2167",2020-12-10,0,0,0,0,0,0,0,0
"2168",2020-12-11,0,0,0,0,0,0,0,0
"2169",2020-12-12,0,0,0,0,0,0,0,0
"2170",2020-12-13,0,0,0,0,0,0,0,0
"2171",2020-12-14,0,0,0,0,0,0,0,0
"2172",2020-12-15,0,0,0,0,0,0,0,0
"2173",2020-12-16,0,0,0,0,0,0,0,0
"2174",2020-12-17,0,0,0,0,0,0,0,0
"2175",2020-12-18,0,0,0,0,0,0,0,0
"2176",2020-12-19,0,0,0,0,0,0,0,0
"2177",2020-12-20,0,0,0,0,0,0,0,0
"2178",2020-12-21,0,0,0,0,0,0,0,0
"2179",2020-12-22,0,0,0,0,0,0,0,0
"2180",2020-12-23,0,0,0,0,0,0,0,0
"2181",2020-12-24,0,0,0,0,0,0,0,0
"2182",2020-12-25,0,0,0,0,0,0,0,0
"2183",2020-12-26,0,0,0,0,0,0,0,0
"2184",2020-12-27,0,0,0,0,0,0,0,0
"2185",2020-12-28,0,0,0,0,0,0,0,0
"2186",2020-12-29,0,0,0,0,0,0,0,0
"2187",2020-12-30,0,0,0,0,0,0,0,0
"2188",2020-12-31,0,0,0,0,0,0,0,0
"2189",2021-01-01,0,0,0,0,0,0,0,0
"2190",2021-01-02,0,0,0,0,0,0,0,0
"2191",2021-01-03,0,0,0,0,0,0,0,0
"2192",2021-01-04,0,0,0,0,0,0,0,0
"2193",2021-01-05,0,0,0,0,0,0,0,0
"2194",2021-01-06,0,0,0,0,0,0,0,0
"2195",2021-01-07,0,0,0,0,0,0,0,0
"2196",2021-01-08,0,0,0,1,0,1,0,2
"2197",2021-01-09,0,0,0,0,0,0,0,0
"2198",2021-01-10,0,0,0,0,0,0,0,0
"2199",2021-01-11,0,0,0,268,0,0,1,269
"2200",2021-01-12,0,0,0,343,0,1,2,346
"2201",2021-01-13,0,0,0,255,0,0,0,255
"2202",2021-01-14,1,0,0,352,0,1,0,354
"2203",2021-01-15,0,0,0,240,0,1,0,241
"2204",2021-01-16,0,0,0,158,0,0,0,158
"2205",2021-01-17,0,0,0,146,0,0,0,146
"2206",2021-01-18,0,0,0,222,0,0,1,223
"2207",2021-01-19,1,0,0,323,0,2,2,328
"2208",2021-01-20,0,0,0,290,0,0,1,291
"2209",2021-01-21,0,0,0,383,0,2,0,385
"2210",2021-01-22,0,0,0,274,0,1,0,275
"2211",2021-01-23,0,0,0,169,0,0,0,169
"2212",2021-01-24,0,0,0,142,0,0,0,142
"2213",2021-01-25,0,0,0,336,0,0,1,337
"2214",2021-01-26,1,0,0,360,0,3,1,365
"2215",2021-01-27,0,0,0,313,0,1,1,315
"2216",2021-01-28,1,0,0,404,0,2,0,407
"2217",2021-01-29,0,0,0,284,0,1,0,285
"2218",2021-01-30,0,0,0,182,0,0,0,182
"2219",2021-01-31,0,0,0,190,0,0,0,190
"2220",2021-02-01,0,0,0,306,0,1,1,308
"2221",2021-02-02,1,0,0,435,0,3,1,440
"2222",2021-02-03,0,0,0,417,0,0,1,418
"2223",2021-02-04,0,0,0,436,0,3,1,440
"2224",2021-02-05,0,0,0,327,0,2,0,329
"2225",2021-02-06,0,0,0,203,0,0,0,203
"2226",2021-02-07,0,0,0,156,0,0,0,156
"2227",2021-02-08,0,0,0,347,0,1,1,349
"2228",2021-02-09,1,0,0,399,0,3,2,405
"2229",2021-02-10,0,0,0,359,0,1,1,361
"2230",2021-02-11,1,0,0,403,0,4,1,409
"2231",2021-02-12,0,0,0,292,0,5,0,297
"2232",2021-02-13,0,0,0,231,0,0,0,231
"2233",2021-02-14,0,0,0,148,0,0,0,148
"2234",2021-02-15,0,0,0,343,0,1,1,345
"2235",2021-02-16,1,0,0,393,0,2,2,398
"2236",2021-02-17,0,0,0,379,0,1,1,381
"2237",2021-02-18,0,0,0,395,0,2,2,399
"2238",2021-02-19,0,0,0,321,0,1,0,322
"2239",2021-02-20,0,0,0,228,0,1,0,229
"2240",2021-02-21,0,0,0,168,0,0,0,168
"2241",2021-02-22,0,0,0,380,0,1,1,382
"2242",2021-02-23,0,0,0,427,0,4,3,434
"2243",2021-02-24,0,0,0,375,0,1,1,377
"2244",2021-02-25,0,0,0,427,0,3,2,432
"2245",2021-02-26,0,0,0,11,0,0,0,11
"2246",2021-02-27,0,0,0,0,0,0,0,0
"2247",2021-02-28,0,0,0,0,0,0,0,0
"2248",2021-03-01,0,0,0,932,0,1,1,934
"2249",2021-03-02,0,0,0,976,0,2,2,980
"2250",2021-03-03,0,0,0,971,0,1,1,973
"2251",2021-03-04,0,0,0,982,0,1,2,985
"2252",2021-03-05,0,0,0,860,0,3,0,863
"2253",2021-03-06,0,0,0,436,0,0,0,436
"2254",2021-03-07,0,0,0,390,0,0,0,390
"2255",2021-03-08,0,0,0,1045,0,2,1,1048
"2256",2021-03-09,0,0,0,1074,0,3,3,1080
"2257",2021-03-10,1,0,0,1034,0,3,1,1039
"2258",2021-03-11,0,0,0,1023,0,3,2,1028
"2259",2021-03-12,0,0,0,809,0,2,2,813
"2260",2021-03-13,1,0,0,447,0,0,0,448
"2261",2021-03-14,0,0,0,476,0,2,0,478
"2262",2021-03-15,0,0,0,960,0,1,2,963
"2263",2021-03-16,0,0,0,819,0,0,2,821
"2264",2021-03-17,0,0,0,702,0,0,1,703
"2265",2021-03-18,0,0,0,500,0,2,1,503
"2266",2021-03-19,0,0,0,396,0,0,1,397
"2267",2021-03-20,0,0,0,0,0,0,0,0
"2268",2021-03-21,0,0,0,0,0,0,0,0
"2269",2021-03-22,0,0,0,162,0,1,0,163
"2270",2021-03-23,0,0,0,195,0,1,1,197
"2271",2021-03-24,0,0,0,193,0,0,0,193
"2272",2021-03-25,0,0,0,183,0,1,1,185
"2273",2021-03-26,0,0,0,211,0,0,0,211
"2274",2021-03-27,0,0,0,0,0,0,0,0
"2275",2021-03-28,0,0,0,0,0,0,0,0
"2276",2021-03-29,0,0,0,1255,0,4,0,1259
"2277",2021-03-30,0,0,0,1358,0,4,1,1363
"2278",2021-03-31,0,0,0,1302,0,5,1,1308
"2279",2021-04-01,0,0,0,1264,0,9,1,1274
"2280",2021-04-02,0,0,0,1019,0,2,3,1024
"2281",2021-04-03,0,0,0,532,0,0,0,532
"2282",2021-04-04,0,0,0,501,0,0,0,501
"2283",2021-04-05,0,0,0,1582,0,2,5,1589
"2284",2021-04-06,0,0,0,1626,0,4,6,1636
"2285",2021-04-07,0,0,0,1663,0,2,6,1671
"2286",2021-04-08,0,0,0,1516,0,6,6,1528
"2287",2021-04-09,0,0,0,1142,0,0,4,1146
"2288",2021-04-10,0,0,0,612,0,0,3,615
"2289",2021-04-11,0,0,0,527,0,0,0,527
"2290",2021-04-12,0,0,0,1686,0,4,5,1695
"2291",2021-04-13,0,0,0,1692,0,5,5,1702
"2292",2021-04-14,0,0,0,1607,0,3,7,1617
"2293",2021-04-15,0,0,0,1443,0,2,3,1448
"2294",2021-04-16,0,0,0,1092,0,2,6,1100
"2295",2021-04-17,0,0,0,485,0,1,2,488
"2296",2021-04-18,0,0,0,465,0,3,3,471
"2297",2021-04-19,0,0,0,1587,0,4,8,1599
"2298",2021-04-20,0,0,0,1607,0,2,7,1616
"2299",2021-04-21,0,0,0,1466,0,2,2,1470
"2300",2021-04-22,0,0,0,1319,0,6,5,1330
"2301",2021-04-23,0,0,0,959,0,1,5,965
"2302",2021-04-24,0,0,0,587,0,0,1,588
"2303",2021-04-25,0,0,0,520,0,0,3,523
"2304",2021-04-26,0,0,0,1378,0,5,6,1389
"2305",2021-04-27,0,0,0,1390,0,3,9,1402
"2306",2021-04-28,0,0,0,1249,0,3,6,1258
"2307",2021-04-29,0,0,0,1192,0,4,7,1203
"2308",2021-04-30,0,0,0,252,0,1,1,254
"2309",2021-05-01,0,0,0,214,0,0,1,215
"2310",2021-05-02,0,0,0,224,0,0,1,225
"2311",2021-05-03,0,0,0,567,0,2,3,572
"2312",2021-05-04,0,0,0,631,0,1,4,636
"2313",2021-05-05,0,0,0,598,0,1,2,601
"2314",2021-05-06,0,0,0,524,0,3,4,531
"2315",2021-05-07,0,0,0,612,0,1,6,619
"2316",2021-05-08,0,0,0,473,0,0,1,474
"2317",2021-05-09,0,0,0,410,0,0,1,411
"2318",2021-05-10,0,0,0,1208,0,3,7,1218
"2319",2021-05-11,0,0,0,1284,0,3,7,1294
"2320",2021-05-12,1,0,0,1200,0,4,7,1212
"2321",2021-05-13,0,0,0,1058,0,2,6,1066
"2322",2021-05-14,0,0,0,847,0,1,5,853
"2323",2021-05-15,0,0,0,416,0,0,2,418
"2324",2021-05-16,0,0,0,435,0,0,2,437
"2325",2021-05-17,0,0,0,1268,0,1,11,1280
"2326",2021-05-18,0,0,0,1326,0,2,6,1334
"2327",2021-05-19,0,0,0,1238,0,1,6,1245
"2328",2021-05-20,0,0,0,1128,0,2,6,1136
"2329",2021-05-21,0,0,0,800,0,2,4,806
"2330",2021-05-22,0,0,0,473,0,1,1,475
"2331",2021-05-23,0,0,0,420,0,0,1,421
"2332",2021-05-24,0,0,0,1251,0,2,5,1258
"2333",2021-05-25,0,0,0,1324,0,3,6,1333
"2334",2021-05-26,0,0,0,1291,0,2,8,1301
"2335",2021-05-27,0,0,0,1115,0,5,6,1126
"2336",2021-05-28,0,0,0,872,0,2,7,881
"2337",2021-05-29,0,0,0,407,0,0,2,409
"2338",2021-05-30,0,0,0,363,0,1,5,369
"2339",2021-05-31,0,0,0,598,0,0,6,604
"2340",2021-06-01,0,0,0,1102,0,4,8,1114
"2341",2021-06-02,0,0,0,1133,0,2,4,1139
"2342",2021-06-03,0,0,0,1048,0,4,6,1058
"2343",2021-06-04,0,0,0,775,0,1,6,782
"2344",2021-06-05,0,0,0,454,0,0,4,458
"2345",2021-06-06,0,0,0,365,0,1,4,370
"2346",2021-06-07,0,0,0,836,0,5,7,848
"2347",2021-06-08,0,0,0,766,0,1,5,772
"2348",2021-06-09,0,0,0,635,0,1,7,643
"2349",2021-06-10,0,0,0,386,0,1,6,393
"2350",2021-06-11,0,0,0,337,0,0,2,339
"2351",2021-06-12,0,0,0,0,0,0,0,0
"2352",2021-06-13,0,0,0,0,0,0,0,0
"2353",2021-06-14,1,3,0,111,0,12,62,189
"2354",2021-06-15,0,4,0,103,0,11,86,204
"2355",2021-06-16,0,5,0,116,0,12,99,232
"2356",2021-06-17,0,5,0,100,0,16,78,199
"2357",2021-06-18,0,0,0,0,0,0,0,0
"2358",2021-06-19,0,0,0,0,0,0,0,0
"2359",2021-06-20,0,0,0,0,0,0,0,0
"2360",2021-06-21,0,3,0,140,0,15,135,293
"2361",2021-06-22,0,5,0,158,0,17,141,321
"2362",2021-06-23,0,4,0,139,0,13,142,298
"2363",2021-06-24,0,7,0,128,0,13,126,274
"2364",2021-06-25,0,3,0,126,0,12,111,252
"2365",2021-06-26,0,6,0,44,0,1,46,97
"2366",2021-06-27,0,2,0,32,0,2,45,81
"2367",2021-06-28,0,5,0,146,0,7,166,324
"2368",2021-06-29,0,8,0,141,0,12,176,337
"2369",2021-06-30,0,4,0,134,0,15,158,311
"2370",2021-07-01,0,8,0,115,0,14,137,274
"2371",2021-07-02,0,9,0,98,0,10,131,248
"2372",2021-07-03,0,7,0,43,0,2,71,123
"2373",2021-07-04,0,0,0,0,0,0,0,0
"2374",2021-07-05,0,0,0,0,0,0,0,0
"2375",2021-07-06,3,11,0,150,0,15,207,386
"2376",2021-07-07,0,6,0,160,0,12,170,348
"2377",2021-07-08,1,10,0,152,0,13,170,346
"2378",2021-07-09,0,4,0,119,0,11,158,292
"2379",2021-07-10,1,5,0,59,0,5,81,151
"2380",2021-07-11,1,6,0,53,0,4,64,128
"2381",2021-07-12,1,11,0,180,0,20,196,408
"2382",2021-07-13,1,12,0,170,0,15,195,393
"2383",2021-07-14,2,12,0,178,0,8,184,384
"2384",2021-07-15,1,8,0,152,0,12,164,337
"2385",2021-07-16,2,6,0,149,0,12,163,332
"2386",2021-07-17,0,11,0,81,0,6,78,176
"2387",2021-07-18,0,8,0,63,0,3,79,153
"2388",2021-07-19,2,13,0,187,0,21,209,432
"2389",2021-07-20,3,14,0,192,0,14,196,419
"2390",2021-07-21,1,12,0,186,0,12,207,418
"2391",2021-07-22,2,14,0,158,0,12,166,352
"2392",2021-07-23,7,11,0,131,0,9,163,321
"2393",2021-07-24,3,10,0,59,0,5,80,157
"2394",2021-07-25,3,6,0,64,0,2,75,150
"2395",2021-07-26,3,18,0,191,0,7,207,426
"2396",2021-07-27,4,11,0,200,0,13,186,414
"2397",2021-07-28,2,16,0,190,0,9,191,408
"2398",2021-07-29,3,8,0,175,0,12,175,373
"2399",2021-07-30,2,17,0,123,0,5,148,295
"2400",2021-07-31,4,5,0,66,0,4,80,159
"2401",2021-08-01,0,9,0,50,0,2,81,142
"2402",2021-08-02,5,13,0,159,0,8,209,394
"2403",2021-08-03,5,14,0,159,0,4,197,379
"2404",2021-08-04,6,13,0,154,0,7,194,374
"2405",2021-08-05,6,12,0,144,0,10,156,328
"2406",2021-08-06,4,10,0,128,0,6,167,315
"2407",2021-08-07,1,8,0,66,0,1,71,147
"2408",2021-08-08,2,7,0,65,0,7,78,159
"2409",2021-08-09,1,18,0,161,0,8,205,393
"2410",2021-08-10,4,12,0,159,0,11,186,372
"2411",2021-08-11,5,18,0,155,0,11,196,385
"2412",2021-08-12,4,12,0,147,0,8,169,340
"2413",2021-08-13,2,18,0,134,0,4,146,304
"2414",2021-08-14,4,10,0,75,0,2,59,150
"2415",2021-08-15,7,8,0,58,0,4,69,146
"2416",2021-08-16,6,11,0,158,0,5,197,377
"2417",2021-08-17,8,17,0,161,0,6,186,378
"2418",2021-08-18,8,14,0,162,0,6,171,361
"2419",2021-08-19,6,17,0,149,0,9,157,338
"2420",2021-08-20,6,8,0,130,0,4,128,276
"2421",2021-08-21,2,9,0,73,0,2,70,156
"2422",2021-08-22,7,4,0,58,0,2,75,146
"2423",2021-08-23,6,17,0,185,0,8,188,404
"2424",2021-08-24,5,14,0,183,0,7,178,387
"2425",2021-08-25,6,15,0,178,0,10,169,378
"2426",2021-08-26,7,16,0,171,0,8,156,358
"2427",2021-08-27,8,11,0,146,0,9,157,331
"2428",2021-08-28,0,0,0,0,0,0,0,0
"2429",2021-08-29,0,0,0,0,0,0,0,0
"2430",2021-08-30,0,0,0,0,0,0,0,0
"2431",2021-08-31,0,0,0,0,0,4,0,4
"2432",2021-09-01,0,0,0,0,0,0,0,0
"2433",2021-09-02,0,0,0,0,0,0,0,0
"2434",2021-09-03,0,0,0,0,0,0,0,0
"2435",2021-09-04,0,0,0,0,0,0,0,0
"2436",2021-09-05,0,0,0,0,0,0,0,0
"2437",2021-09-06,0,0,0,0,0,0,0,0
"2438",2021-09-07,0,0,0,0,0,0,0,0
"2439",2021-09-08,0,0,0,0,0,0,0,0
"2440",2021-09-09,0,0,0,1,0,2,0,3
"2441",2021-09-10,0,0,0,0,0,5,0,5
"2442",2021-09-11,0,0,0,0,0,0,0,0
"2443",2021-09-12,0,0,0,0,0,0,0,0
"2444",2021-09-13,3,14,0,209,0,6,141,373
"2445",2021-09-14,0,13,0,395,0,12,130,550
"2446",2021-09-15,1,11,0,478,0,9,135,634
"2447",2021-09-16,4,9,0,478,0,12,135,638
"2448",2021-09-17,2,11,0,492,0,10,118,633
"2449",2021-09-18,0,0,0,0,0,0,0,0
"2450",2021-09-19,0,0,0,0,0,0,0,0
"2451",2021-09-20,4,7,0,1117,0,13,62,1203
"2452",2021-09-21,5,11,0,1261,0,18,62,1357
"2453",2021-09-22,1,14,0,1298,0,10,58,1381
"2454",2021-09-23,5,8,0,1351,0,12,41,1417
"2455",2021-09-24,1,13,0,2222,0,16,56,2308
"2456",2021-09-25,1,5,0,1204,0,1,25,1236
"2457",2021-09-26,3,9,0,1600,0,9,32,1653
"2458",2021-09-27,2,18,0,4188,0,18,93,4319
"2459",2021-09-28,5,21,0,3768,0,27,90,3911
"2460",2021-09-29,1,22,0,3595,0,18,95,3731
"2461",2021-09-30,4,21,0,3226,0,16,99,3366
"2462",2021-10-01,5,19,0,2346,0,0,88,2458
"2463",2021-10-02,2,6,0,1261,0,0,45,1314
"2464",2021-10-03,5,8,0,1426,0,0,36,1475
"2465",2021-10-04,5,25,0,3789,0,2,114,3935
"2466",2021-10-05,8,20,0,3377,0,3,111,3519
"2467",2021-10-06,4,32,0,3256,0,5,125,3422
"2468",2021-10-07,3,20,0,2753,0,1,106,2883
"2469",2021-10-08,5,25,0,1963,0,0,84,2077
"2470",2021-10-09,1,7,0,1265,0,2,57,1332
"2471",2021-10-10,7,12,0,1119,0,1,49,1188
"2472",2021-10-11,6,25,0,3244,0,2,135,3412
"2473",2021-10-12,5,28,0,2999,0,4,116,3152
"2474",2021-10-13,11,31,0,2792,0,1,127,2962
"2475",2021-10-14,8,24,0,2699,0,4,119,2854
"2476",2021-10-15,4,16,0,1485,0,2,96,1603
"2477",2021-10-16,1,12,0,1161,0,0,54,1228
"2478",2021-10-17,8,9,0,1025,0,1,52,1095
"2479",2021-10-18,5,23,0,3289,0,3,139,3459
"2480",2021-10-19,5,32,0,3126,0,4,119,3286
"2481",2021-10-20,8,27,0,3004,0,5,134,3178
"2482",2021-10-21,6,21,0,2631,0,1,112,2771
"2483",2021-10-22,6,21,0,1899,0,3,96,2025
"2484",2021-10-23,4,7,0,1189,0,0,55,1255
"2485",2021-10-24,15,14,0,1078,0,1,50,1158
"2486",2021-10-25,12,22,0,3187,0,3,132,3356
"2487",2021-10-26,5,23,0,3062,0,4,111,3205
"2488",2021-10-27,13,21,0,2938,0,2,120,3094
"2489",2021-10-28,8,19,0,2499,0,3,92,2621
"2490",2021-10-29,9,23,0,1527,0,4,118,1681
"2491",2021-10-30,2,11,0,371,0,0,30,414
"2492",2021-10-31,5,10,0,830,0,1,48,894
"2493",2021-11-01,17,26,0,2691,0,2,118,2854
"2494",2021-11-02,4,24,0,2998,0,5,133,3164
"2495",2021-11-03,5,21,0,2997,0,3,125,3151
"2496",2021-11-04,8,16,0,2691,0,2,123,2840
"2497",2021-11-05,10,21,0,1754,0,1,105,1891
"2498",2021-11-06,5,11,0,1010,0,0,55,1081
"2499",2021-11-07,7,6,0,1059,0,1,56,1129
"2500",2021-11-08,7,29,0,3118,0,2,159,3315
"2501",2021-11-09,5,19,0,3068,0,2,142,3236
"2502",2021-11-10,7,33,0,3147,0,3,151,3341
"2503",2021-11-11,0,0,0,0,0,0,0,0
"2504",2021-11-12,10,27,0,1944,0,4,117,2102
"2505",2021-11-13,7,7,0,1027,0,0,59,1100
"2506",2021-11-14,10,9,0,1126,0,1,55,1201
"2507",2021-11-15,10,31,0,3205,0,1,151,3398
"2508",2021-11-16,5,27,0,3034,0,2,127,3195
"2509",2021-11-17,6,23,0,2796,0,1,137,2963
"2510",2021-11-18,8,19,0,2603,0,2,119,2751
"2511",2021-11-19,8,20,0,1777,0,1,103,1909
"2512",2021-11-20,5,7,0,1059,0,0,55,1126
"2513",2021-11-21,2,12,0,1056,0,1,61,1132
"2514",2021-11-22,17,27,0,2682,0,2,128,2856
"2515",2021-11-23,7,13,0,1924,0,2,122,2068
"2516",2021-11-24,9,16,0,1081,0,0,91,1197
"2517",2021-11-25,0,0,0,0,0,0,0,0
"2518",2021-11-26,0,0,0,0,0,0,0,0
"2519",2021-11-27,0,0,0,0,0,0,0,0
"2520",2021-11-28,0,0,0,0,0,0,0,0
"2521",2021-11-29,10,28,0,2926,0,2,130,3096
"2522",2021-11-30,10,24,0,2938,0,2,122,3096
"2523",2021-12-01,10,22,0,2876,0,0,125,3033
"2524",2021-12-02,6,15,0,2546,0,1,109,2677
"2525",2021-12-03,9,19,0,1608,0,1,110,1747
"2526",2021-12-04,4,9,0,1311,0,0,59,1383
"2527",2021-12-05,8,11,0,1008,0,1,47,1075
"2528",2021-12-06,11,26,0,1601,0,0,115,1753
"2529",2021-12-07,2,21,0,1724,0,2,110,1859
"2530",2021-12-08,5,21,0,1313,0,0,116,1455
"2531",2021-12-09,6,16,0,1049,0,4,82,1157
"2532",2021-12-10,17,18,0,694,0,0,102,831
"2533",2021-12-11,0,0,0,0,0,0,0,0
"2534",2021-12-12,0,0,0,0,0,0,0,0
"2535",2021-12-13,10,10,0,409,0,2,73,504
"2536",2021-12-14,12,12,0,337,0,1,64,426
"2537",2021-12-15,10,5,0,252,0,2,65,334
"2538",2021-12-16,3,6,0,214,0,0,57,280
"2539",2021-12-17,8,13,0,194,0,2,68,285
"2540",2021-12-18,0,0,0,0,0,0,0,0
"2541",2021-12-19,0,0,0,0,0,0,0,0
"2542",2021-12-20,0,0,0,0,0,0,0,0
"2543",2021-12-21,0,0,0,0,0,0,0,0
"2544",2021-12-22,0,0,0,0,0,0,0,0
"2545",2021-12-23,0,0,0,0,0,0,0,0
"2546",2021-12-24,0,0,0,0,0,0,0,0
"2547",2021-12-25,0,0,0,0,0,0,0,0
"2548",2021-12-26,0,0,0,0,0,0,0,0
"2549",2021-12-27,0,0,0,0,0,0,0,0
"2550",2021-12-28,0,0,0,0,0,0,0,0
"2551",2021-12-29,0,0,0,0,0,0,0,0
"2552",2021-12-30,0,0,0,0,0,0,0,0
"2553",2021-12-31,0,0,0,0,0,0,0,0
"2554",2022-01-01,0,0,0,0,0,0,0,0
"2555",2022-01-02,0,0,0,0,0,0,0,0
"2556",2022-01-03,7,26,0,3347,0,5,87,3472
"2557",2022-01-04,14,29,0,3640,0,2,91,3776
"2558",2022-01-05,10,23,0,3610,0,4,112,3759
"2559",2022-01-06,13,24,0,3279,0,0,90,3406
"2560",2022-01-07,10,30,0,2384,0,1,99,2524
"2561",2022-01-08,2,13,0,1601,0,1,44,1661
"2562",2022-01-09,6,8,0,1293,0,0,55,1362
"2563",2022-01-10,4,29,0,3881,0,2,124,4040
"2564",2022-01-11,9,22,0,3817,0,5,123,3976
"2565",2022-01-12,4,25,0,3787,0,2,135,3953
"2566",2022-01-13,11,14,0,3399,0,4,126,3554
"2567",2022-01-14,11,22,0,2139,0,3,98,2273
"2568",2022-01-15,2,11,0,1415,0,3,58,1489
"2569",2022-01-16,8,14,0,1358,0,1,65,1446
"2570",2022-01-17,0,0,0,0,0,0,0,0
"2571",2022-01-18,7,28,0,4196,0,3,128,4362
"2572",2022-01-19,12,31,0,4052,0,6,133,4234
"2573",2022-01-20,11,30,0,3647,0,4,138,3830
"2574",2022-01-21,11,22,0,2334,0,0,100,2467
"2575",2022-01-22,5,13,0,1545,0,2,68,1633
"2576",2022-01-23,8,10,0,1904,0,0,57,1979
"2577",2022-01-24,8,40,0,3776,0,4,140,3968
"2578",2022-01-25,7,36,0,3921,0,1,147,4112
"2579",2022-01-26,10,32,0,3996,0,2,140,4180
"2580",2022-01-27,7,32,0,3572,0,4,138,3753
"2581",2022-01-28,15,28,0,2283,0,1,108,2435
"2582",2022-01-29,7,13,0,1336,0,1,52,1409
"2583",2022-01-30,4,15,0,1754,0,2,62,1837
"2584",2022-01-31,13,41,0,3985,0,3,156,4198
"2585",2022-02-01,7,26,0,4098,0,3,138,4272
"2586",2022-02-02,15,35,0,4142,0,3,147,4342
"2587",2022-02-03,7,30,0,3562,0,2,142,3743
"2588",2022-02-04,10,29,0,2195,0,2,113,2349
"2589",2022-02-05,4,17,0,1441,0,1,56,1519
"2590",2022-02-06,6,17,0,1711,0,1,59,1794
"2591",2022-02-07,8,37,0,3905,0,3,156,4109
"2592",2022-02-08,7,32,0,4103,0,4,144,4290
"2593",2022-02-09,9,30,0,4074,0,2,142,4257
"2594",2022-02-10,7,28,0,3335,0,3,130,3503
"2595",2022-02-11,10,31,0,2195,0,1,108,2345
"2596",2022-02-12,4,16,0,1431,0,0,64,1515
"2597",2022-02-13,5,9,0,915,0,2,49,980
"2598",2022-02-14,9,35,0,3389,0,2,129,3564
"2599",2022-02-15,7,42,0,3713,0,2,139,3903
"2600",2022-02-16,6,34,0,4090,0,2,153,4285
"2601",2022-02-17,10,30,0,3467,0,3,139,3649
"2602",2022-02-18,7,32,0,2283,0,1,127,2450
"2603",2022-02-19,8,19,0,1359,0,0,72,1458
"2604",2022-02-20,9,20,0,1561,0,0,63,1653
"2605",2022-02-21,6,39,0,3779,0,4,128,3956
"2606",2022-02-22,7,35,0,3907,0,3,123,4075
"2607",2022-02-23,9,33,0,3937,0,3,142,4124
"2608",2022-02-24,6,31,0,3161,0,2,128,3328
"2609",2022-02-25,13,22,0,2196,0,5,119,2355
"2610",2022-02-26,10,22,0,1328,0,1,57,1418
"2611",2022-02-27,5,19,0,1750,0,0,62,1836
"2612",2022-02-28,12,41,0,3830,0,3,164,4050
"2613",2022-03-01,12,40,0,3982,0,5,144,4183
"2614",2022-03-02,10,26,0,3866,0,2,142,4046
"2615",2022-03-03,13,32,0,3521,0,4,125,3695
"2616",2022-03-04,8,29,0,2173,0,5,115,2330
"2617",2022-03-05,7,22,0,1441,0,1,61,1532
"2618",2022-03-06,9,18,0,1646,0,1,45,1719
"2619",2022-03-07,7,43,0,3875,0,3,155,4083
"2620",2022-03-08,11,29,0,3511,0,5,136,3692
"2621",2022-03-09,11,36,0,3455,0,3,137,3642
"2622",2022-03-10,9,20,0,3052,0,3,123,3207
"2623",2022-03-11,8,22,0,1893,0,3,121,2047
"2624",2022-03-12,8,15,0,1433,0,0,54,1510
"2625",2022-03-13,9,19,0,1428,0,1,57,1514
"2626",2022-03-14,6,35,0,2061,0,2,110,2214
"2627",2022-03-15,8,32,0,2006,0,1,119,2166
"2628",2022-03-16,7,27,0,1673,0,2,107,1816
"2629",2022-03-17,11,19,0,1118,0,0,98,1246
"2630",2022-03-18,8,21,0,761,0,2,96,888
"2631",2022-03-19,0,0,0,0,0,0,0,0
"2632",2022-03-20,0,0,0,0,0,0,0,0
"2633",2022-03-21,12,22,0,501,0,1,68,604
"2634",2022-03-22,7,13,0,357,0,0,66,443
"2635",2022-03-23,8,18,0,379,0,1,77,483
"2636",2022-03-24,0,0,0,0,0,0,0,0
"2637",2022-03-25,0,0,0,0,0,0,0,0
"2638",2022-03-26,0,0,0,0,0,0,0,0
"2639",2022-03-27,0,0,0,0,0,0,0,0
"2640",2022-03-28,10,34,0,4195,0,4,155,4398
"2641",2022-03-29,9,27,0,4272,0,3,149,4460
"2642",2022-03-30,7,28,0,4410,0,2,153,4600
"2643",2022-03-31,8,25,0,3899,0,2,148,4082
"2644",2022-04-01,14,24,0,2392,0,2,133,2565
"2645",2022-04-02,6,19,0,1463,0,0,70,1558
"2646",2022-04-03,12,17,0,1665,0,1,85,1780
"2647",2022-04-04,15,35,0,4202,0,4,180,4436
"2648",2022-04-05,14,32,0,4238,0,3,182,4469
"2649",2022-04-06,10,35,0,4173,0,4,169,4391
"2650",2022-04-07,5,22,0,3110,0,1,157,3295
"2651",2022-04-08,16,23,0,2165,0,2,144,2350
"2652",2022-04-09,8,18,0,1549,0,1,76,1652
"2653",2022-04-10,12,17,0,1404,0,0,71,1504
"2654",2022-04-11,10,37,0,4122,0,6,190,4365
"2655",2022-04-12,17,32,0,3781,0,3,173,4006
"2656",2022-04-13,15,38,0,3712,0,4,187,3956
"2657",2022-04-14,13,23,0,3139,0,3,162,3340
"2658",2022-04-15,11,22,0,1846,0,2,122,2003
"2659",2022-04-16,10,17,0,1177,0,0,85,1289
"2660",2022-04-17,8,15,0,1082,0,0,61,1166
"2661",2022-04-18,10,37,0,3565,0,4,181,3797
"2662",2022-04-19,11,25,0,3654,0,1,176,3867
"2663",2022-04-20,14,32,0,3362,0,4,167,3579
"2664",2022-04-21,10,26,0,3195,0,2,180,3413
"2665",2022-04-22,15,18,0,2118,0,3,148,2302
"2666",2022-04-23,3,8,0,799,0,0,69,879
